Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR21715561,2022-09-26 19:14:26,2022-09-26 18:25:14,38645,19322500,38645,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715561/SRR21715561.lite.1,SRX17712787,=A337&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243165,SAMN31025670,simple,504342,Stephanocoenia intersepta,SFK110,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,C1FBCB3635F1369C71D47D1CFD82EFB7,DB66968777A5F4945FB1B77117F8F835
SRR21715560,2022-09-26 19:14:26,2022-09-26 18:25:16,32177,16088500,32177,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715560/SRR21715560.lite.1,SRX17712788,=A338&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243166,SAMN31025671,simple,504342,Stephanocoenia intersepta,SFK111,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,A30EBDD467C259EF7049ACD4CCD35F09,F854F9866F9A99BB6A6F1FAB05EFDB4D
SRR21715567,2022-09-26 19:14:26,2022-09-26 18:25:40,2210998,79595928,0,36,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715567/SRR21715567.lite.1,SRX17712781,SFK034 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243050,SAMN31025594,simple,504342,Stephanocoenia intersepta,SFK034,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,C8AE35F6597D66E8F67859BBE70B2823,42C10DC24947942E9D6F77448602476A
SRR21715568,2022-09-26 19:14:26,2022-09-26 18:25:17,30035,15017500,30035,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715568/SRR21715568.lite.1,SRX17712780,=A331&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243158,SAMN31025664,simple,504342,Stephanocoenia intersepta,SFK104,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,772589F9FAFC03072EAC4037C4DB9CEF,506E19135DB74CB2B213B57803E1E458
SRR21715566,2022-09-26 19:14:26,2022-09-26 18:25:17,37626,18813000,37626,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715566/SRR21715566.lite.1,SRX17712782,=A332&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243159,SAMN31025665,simple,504342,Stephanocoenia intersepta,SFK105,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,0FB067D2E48817C03F173E632F203F84,52E78741E4E16900F5155F9510772F42
SRR21715565,2022-09-26 19:14:26,2022-09-26 18:25:44,31242,15621000,31242,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715565/SRR21715565.lite.1,SRX17712783,=A333&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243160,SAMN31025666,simple,504342,Stephanocoenia intersepta,SFK106,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,1784A0DB7DE41F907A9847C08BB53864,A0C3F7E48C4D244277E9837BA820925A
SRR21715569,2022-09-26 19:14:26,2022-09-26 18:25:28,2230686,80304696,0,36,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715569/SRR21715569.lite.1,SRX17712779,SFK181 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243246,SAMN31025741,simple,504342,Stephanocoenia intersepta,SFK181,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,A54CCEC35CF01BE8FF2F072EB53E0A7C,5571D8D6E190B327AEEA278E515AD098
SRR21715574,2022-09-26 19:14:25,2022-09-26 18:25:19,931757,33543252,0,36,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715574/SRR21715574.lite.1,SRX17712774,SFK019 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243258,SAMN31025579,simple,504342,Stephanocoenia intersepta,SFK019,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,2B7262F3F4A630261C71BA5286FF589E,D333B9DF76C02AD68F681C9A556013A3
SRR21715573,2022-09-26 19:14:26,2022-09-26 18:25:19,1270121,45724356,0,36,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715573/SRR21715573.lite.1,SRX17712775,SFK177 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243242,SAMN31025737,simple,504342,Stephanocoenia intersepta,SFK177,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,29AE20947D3D94FCB214C2E2B6AC17D9,E8CA108D5A0F9C63439B20AA38A2CC17
SRR21715572,2022-09-26 19:14:26,2022-09-26 18:25:09,406604,14637744,0,36,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715572/SRR21715572.lite.1,SRX17712776,SFK178 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243243,SAMN31025738,simple,504342,Stephanocoenia intersepta,SFK178,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,C93FBFCC27B024C31139E517E9F754EA,71707DFC2429512E959E95B1DBF0A68B
SRR21715571,2022-09-26 19:14:26,2022-09-26 18:25:21,1426985,51371460,0,36,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715571/SRR21715571.lite.1,SRX17712777,SFK179 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243244,SAMN31025739,simple,504342,Stephanocoenia intersepta,SFK179,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,D4FE703DFED2895523405311E0D63950,2C9554FB6B5171CDD86E5F3E19451847
SRR21715570,2022-09-26 19:14:26,2022-09-26 18:25:24,1804551,64963836,0,36,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715570/SRR21715570.lite.1,SRX17712778,SFK180 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243245,SAMN31025740,simple,504342,Stephanocoenia intersepta,SFK180,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,8D52BA80E24CEAAECB75F712245925D6,A6D137884B43A37F83CE09D5F88B4A8A
SRR21715579,2022-09-26 19:14:25,2022-09-26 18:25:36,1785016,64260576,0,36,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715579/SRR21715579.lite.1,SRX17712769,SFK172 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243237,SAMN31025732,simple,504342,Stephanocoenia intersepta,SFK172,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,38673CA19D813AFC179C838AED194F28,702B7527473801166C0396CA78683E7B
SRR21715578,2022-09-26 19:14:25,2022-09-26 18:26:12,3696201,133063236,0,36,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715578/SRR21715578.lite.1,SRX17712770,SFK173 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243238,SAMN31025733,simple,504342,Stephanocoenia intersepta,SFK173,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,03FDA7412509FFDED89BA53C408EB07C,E3526A51C19AD2D6F4E12536B172B0CE
SRR21715577,2022-09-26 19:14:25,2022-09-26 18:25:17,1042160,37517760,0,36,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715577/SRR21715577.lite.1,SRX17712771,SFK174 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243239,SAMN31025734,simple,504342,Stephanocoenia intersepta,SFK174,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,95EC2409ED8C55FEDA4B9B2BCD034577,079446E7FBCEA6BB8A1558C9F6BDFC6A
SRR21715576,2022-09-26 19:14:25,2022-09-26 18:25:18,1107312,39863232,0,36,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715576/SRR21715576.lite.1,SRX17712772,SFK175 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243240,SAMN31025735,simple,504342,Stephanocoenia intersepta,SFK175,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,B61B1D7171EBB75948462699680E10EE,A2F92E09560E0DD5FE4FF93DE4A88678
SRR21715575,2022-09-26 19:14:25,2022-09-26 18:25:42,2244935,80817660,0,36,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715575/SRR21715575.lite.1,SRX17712773,SFK176 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243241,SAMN31025736,simple,504342,Stephanocoenia intersepta,SFK176,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,4638AEEB3698CD8712757BAB48EADD59,8F9ED07194DFFB8067C2C7A8640C157E
SRR21715584,2022-09-26 19:14:25,2022-09-26 18:25:32,2414612,86926032,0,36,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715584/SRR21715584.lite.1,SRX17712764,SFK167 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243232,SAMN31025727,simple,504342,Stephanocoenia intersepta,SFK167,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,A772410CBB15BDAFF7D2320222204C5A,10B0EDC4F9F29FDC7C410661ECAB5070
SRR21715583,2022-09-26 19:14:25,2022-09-26 18:25:24,2298946,82762056,0,36,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715583/SRR21715583.lite.1,SRX17712765,SFK168 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243233,SAMN31025728,simple,504342,Stephanocoenia intersepta,SFK168,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,0986B2B4B4CAA00AE25457D5E364F9CE,66D1D82A979DF645D2A3F9BE90AAD91D
SRR21715582,2022-09-26 19:14:25,2022-09-26 18:25:23,1669479,60101244,0,36,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715582/SRR21715582.lite.1,SRX17712766,SFK169 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243234,SAMN31025729,simple,504342,Stephanocoenia intersepta,SFK169,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,6E423C0D75600BB7D27FD7D4680CB885,E0C029B9321806C65F9C9E8D03611652
SRR21715581,2022-09-26 19:14:25,2022-09-26 18:25:23,1489301,53614836,0,36,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715581/SRR21715581.lite.1,SRX17712767,SFK170 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243235,SAMN31025730,simple,504342,Stephanocoenia intersepta,SFK170,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,5EC87C0CA0E648F8B7254D6BAF6998B1,62CF7381DB9F90781E5D00074BB1E7F3
SRR21715580,2022-09-26 19:14:25,2022-09-26 18:25:26,2241084,80679024,0,36,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715580/SRR21715580.lite.1,SRX17712768,SFK171 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243236,SAMN31025731,simple,504342,Stephanocoenia intersepta,SFK171,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,65CC2ED1B2406F4CA6BEFB8D3A537E8A,041473D5E792C32A66C505DEF2288D21
SRR21715585,2022-09-26 19:14:25,2022-09-26 18:25:19,1310256,47169216,0,36,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715585/SRR21715585.lite.1,SRX17712763,SFK018 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243257,SAMN31025578,simple,504342,Stephanocoenia intersepta,SFK018,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,9170856D5B23B89EA3C6A79DAB174E31,DF0E93A24E39788E0932AE20D2C16534
SRR21715589,2022-09-26 19:14:25,2022-09-26 18:25:31,1592217,57319812,0,36,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715589/SRR21715589.lite.1,SRX17712759,SFK163 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243228,SAMN31025723,simple,504342,Stephanocoenia intersepta,SFK163,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,44F6ADF49F68DCC57076077812559B00,35466220DFE4C41E1A2300971709EF9F
SRR21715588,2022-09-26 19:14:25,2022-09-26 18:25:36,2686987,96731532,0,36,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715588/SRR21715588.lite.1,SRX17712760,SFK164 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243229,SAMN31025724,simple,504342,Stephanocoenia intersepta,SFK164,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,3A77A5A385D880CBFB5FC9EC4B296A55,FE0030EF6C1A2EC2E60C9E746F51B173
SRR21715587,2022-09-26 19:14:25,2022-09-26 18:25:43,2345510,84438360,0,36,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715587/SRR21715587.lite.1,SRX17712761,SFK165 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243230,SAMN31025725,simple,504342,Stephanocoenia intersepta,SFK165,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,CA1388292B49CB353188D08E557F80AB,BAF0EB1A28B69DD1DBE19DF02CE0EBB1
SRR21715586,2022-09-26 19:14:25,2022-09-26 18:25:34,2739250,98613000,0,36,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715586/SRR21715586.lite.1,SRX17712762,SFK166 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243231,SAMN31025726,simple,504342,Stephanocoenia intersepta,SFK166,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,1FF5BF869B3EA1D9E2FF041DED6BA716,620969416E7260460C3653CC2EB89988
SRR21715594,2022-09-26 19:14:25,2022-09-26 18:25:46,3558825,128117700,0,36,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715594/SRR21715594.lite.1,SRX17712754,SFK160 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243147,SAMN31025720,simple,504342,Stephanocoenia intersepta,SFK160,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,C9F1E67D39196CCE1724243728E226FD,183E8E49B9B265E825FE489C6DA494D1
SRR21715593,2022-09-26 19:14:25,2022-09-26 18:25:53,3691655,132899580,0,36,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715593/SRR21715593.lite.1,SRX17712755,SFK161 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243148,SAMN31025721,simple,504342,Stephanocoenia intersepta,SFK161,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,776B7FDCC61BBD5F7657FB8E0FD84A45,427C776AD5B9A7A357435C318841627D
SRR21715590,2022-09-26 19:14:25,2022-09-26 18:25:42,1883658,67811688,0,36,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715590/SRR21715590.lite.1,SRX17712758,SFK162.3_2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243149,SAMN31025722,simple,504342,Stephanocoenia intersepta,SFK162,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,1D93709C4A626DEC028E96AF8034F830,66A9159281113CEB35C25D0360F59D94
SRR21715591,2022-09-26 19:14:25,2022-09-26 18:26:06,5089081,183206916,0,36,49,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715591/SRR21715591.lite.1,SRX17712757,SFK162.2_2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243149,SAMN31025722,simple,504342,Stephanocoenia intersepta,SFK162,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,DCA6BE97236063EAB6BFDBECA25A71B5,3B2D517C555A0740E20E42457BD1DE4E
SRR21715592,2022-09-26 19:14:25,2022-09-26 18:25:31,1626081,58538916,0,36,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715592/SRR21715592.lite.1,SRX17712756,SFK162.1_2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243149,SAMN31025722,simple,504342,Stephanocoenia intersepta,SFK162,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,FB15333B09B90485CF78DE3F7F22099F,3DF9503A125CECCD4D14212C721E1BA9
SRR21715596,2022-09-26 19:14:25,2022-09-26 18:25:47,2285911,82292796,0,36,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715596/SRR21715596.lite.1,SRX17712752,SFK017 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243256,SAMN31025577,simple,504342,Stephanocoenia intersepta,SFK017,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,394390BE162833DE9326CED32D8C6C6D,F3CD18ADE1BD8A5E4B378D2BF3CE5D3E
SRR21715599,2022-09-26 19:14:25,2022-09-26 18:25:34,1814822,65333592,0,36,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715599/SRR21715599.lite.1,SRX17712749,SFK156 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243143,SAMN31025716,simple,504342,Stephanocoenia intersepta,SFK156,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,693B2C042C64FDC603274046DF4D86E8,36FB2FC7B3215B14D8B4A7C942F2A682
SRR21715598,2022-09-26 19:14:25,2022-09-26 18:25:29,2452794,88300584,0,36,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715598/SRR21715598.lite.1,SRX17712750,SFK157 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243144,SAMN31025717,simple,504342,Stephanocoenia intersepta,SFK157,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,07B81633BFA51BD7A82FE30B8FCB0D7D,35C83DB59B0877A82D3B7ACC2236ADBB
SRR21715597,2022-09-26 19:14:25,2022-09-26 18:26:30,3100369,111613284,0,36,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715597/SRR21715597.lite.1,SRX17712751,SFK158 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243145,SAMN31025718,simple,504342,Stephanocoenia intersepta,SFK158,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,3FF3A409D29C3ACC5CAD8B7833D8C8DB,305F1BDB37DF73C0E5BC4B74B15D8FA8
SRR21715595,2022-09-26 19:14:25,2022-09-26 18:26:15,4228328,152219808,0,36,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715595/SRR21715595.lite.1,SRX17712753,SFK159 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243146,SAMN31025719,simple,504342,Stephanocoenia intersepta,SFK159,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,323BC00F369B7E106226B0435F5045F8,8118D50713C76838F9493DDCE18D2432
SRR21715604,2022-09-26 19:14:25,2022-09-26 18:25:24,1885121,67864356,0,36,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715604/SRR21715604.lite.1,SRX17712744,SFK008 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243200,SAMN31025568,simple,504342,Stephanocoenia intersepta,SFK008,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,B9CDC8A4F120B71EE4676096AA42FFED,7B4C710780C50BB87FC82C208AE2BA1C
SRR21715603,2022-09-26 19:14:25,2022-09-26 18:26:17,3410944,122793984,0,36,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715603/SRR21715603.lite.1,SRX17712745,SFK069 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243114,SAMN31025629,simple,504342,Stephanocoenia intersepta,SFK069,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,19F287DB8ACF627C7EDEDB9C8F0F5B8B,A1CD21AA8C5CDB763587379707F081D0
SRR21715602,2022-09-26 19:14:25,2022-09-26 18:25:53,3334174,120030264,0,36,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715602/SRR21715602.lite.1,SRX17712746,SFK070 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243115,SAMN31025630,simple,504342,Stephanocoenia intersepta,SFK070,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,F3CB794C326FEE29CADA85B14421EE41,6572360ECC2CE364B9641114F9B7EDF5
